source	edge_type	destination
has adverse event	is_a	affects
adverse event of	is_a	affected by
adverse event of	inverse	has adverse event
adverse drug reaction	exact_mappings	NCIT:C2861
has side effect	exact_mappings	NCIT:C2861
adverse drug reaction	is_a	affects
has side effect	is_a	affects
is side effect of	is_a	affected by
is side effect of	inverse	has side effect
contraindicated for	exact_mappings	NCIT:C37933
contraindicated for	is_a	related to at instance level
has contraindication	is_a	related to at instance level
has contraindication	inverse	contraindicated for
has not completed	exact_mappings	CL:has_not_completed
has not completed	is_a	related to at instance level
not completed by	is_a	related to at instance level
not completed by	inverse	has not completed
has completed	exact_mappings	CL:has_completed
has completed	is_a	related to at instance level
completed by	is_a	related to at instance level
completed by	inverse	has completed
in linkage disequilibrium with	exact_mappings	NCIT:C16798
in linkage disequilibrium with	is_a	related to at instance level
has increased amount	narrow_mappings	CL:has_high_plasma_membrane_amount
has increased amount	is_a	related to at instance level
increased amount of	is_a	related to at instance level
increased amount of	inverse	has increased amount
has decreased amount	narrow_mappings	CL:has_low_plasma_membrane_amount
has decreased amount	is_a	related to at instance level
decreased amount in	is_a	related to at instance level
decreased amount in	inverse	has decreased amount
lacks part	exact_mappings	CL:lacks_part
lacks part	exact_mappings	PR:lacks_part
lacks part	narrow_mappings	CL:lacks_plasma_membrane_part
lacks part	is_a	related to at instance level
missing from	is_a	related to at instance level
missing from	inverse	lacks part
develops from	close_mappings	RO:0002203
develops from	close_mappings	FMA:develops_into
develops from	exact_mappings	BTO:develops_from
develops from	exact_mappings	DDANAT:develops_from
develops from	exact_mappings	FMA:develops_from
develops from	exact_mappings	RO:0002202
develops from	narrow_mappings	RO:0002207
develops from	narrow_mappings	RO:0002225
develops from	narrow_mappings	RO:0002226
develops from	is_a	related to at instance level
develops into	is_a	related to at instance level
develops into	inverse	develops from
instance of	in_subset	translator_minimal
is organism source of gene product	in_subset	translator_minimal
organism has gene	in_subset	translator_minimal
gene found in organism	in_subset	translator_minimal
gene product has organism source	in_subset	translator_minimal
in taxon	in_subset	translator_minimal
instance of	exact_mappings	RO:0002162
is organism source of gene product	exact_mappings	RO:0002162
organism has gene	exact_mappings	RO:0002162
gene found in organism	exact_mappings	RO:0002162
gene product has organism source	exact_mappings	RO:0002162
in taxon	exact_mappings	RO:0002162
instance of	exact_mappings	WIKIDATA_PROPERTY:P703
is organism source of gene product	exact_mappings	WIKIDATA_PROPERTY:P703
organism has gene	exact_mappings	WIKIDATA_PROPERTY:P703
gene found in organism	exact_mappings	WIKIDATA_PROPERTY:P703
gene product has organism source	exact_mappings	WIKIDATA_PROPERTY:P703
in taxon	exact_mappings	WIKIDATA_PROPERTY:P703
instance of	narrow_mappings	RO:0002160
is organism source of gene product	narrow_mappings	RO:0002160
organism has gene	narrow_mappings	RO:0002160
gene found in organism	narrow_mappings	RO:0002160
gene product has organism source	narrow_mappings	RO:0002160
in taxon	narrow_mappings	RO:0002160
instance of	is_a	related to at instance level
is organism source of gene product	is_a	related to at instance level
organism has gene	is_a	related to at instance level
gene found in organism	is_a	related to at instance level
gene product has organism source	is_a	related to at instance level
in taxon	is_a	related to at instance level
in taxon label	in_subset	translator_minimal
rdfs:label	exact_mappings	WIKIDATA_PROPERTY:P225
in taxon label	exact_mappings	WIKIDATA_PROPERTY:P225
rdfs:label	is_a	node property
in taxon label	is_a	node property
taxon of	is_a	related to at instance level
taxon of	inverse	in taxon
allele has activity	narrow_mappings	NCIT:allele_has_activity
has molecular consequence	narrow_mappings	NCIT:allele_has_activity
allele has activity	is_a	related to at instance level
has molecular consequence	is_a	related to at instance level
is molecular consequence of	is_a	related to at instance level
is molecular consequence of	inverse	has molecular consequence
original subject	is_a	association slot
original object	is_a	association slot
original relation	is_a	association slot
relation	is_a	association slot
original predicate	is_a	association slot
subject closure	is_a	association slot
object closure	is_a	association slot
subject category	is_a	association slot
object category	is_a	association slot
subject category closure	is_a	association slot
object category closure	is_a	association slot
subject label closure	is_a	association slot
object label closure	is_a	association slot
subject prefix	is_a	association slot
subject namespace	is_a	association slot
object prefix	is_a	association slot
object namespace	is_a	association slot
rdf:subject	exact_mappings	owl:annotatedSource
subject	exact_mappings	owl:annotatedSource
rdf:subject	exact_mappings	OBAN:association_has_subject
subject	exact_mappings	OBAN:association_has_subject
rdf:subject	is_a	association slot
subject	is_a	association slot
rdf:object	exact_mappings	owl:annotatedTarget
object	exact_mappings	owl:annotatedTarget
rdf:object	exact_mappings	OBAN:association_has_object
object	exact_mappings	OBAN:association_has_object
rdf:object	is_a	association slot
object	is_a	association slot
rdf:predicate	exact_mappings	owl:annotatedProperty
predicate	exact_mappings	owl:annotatedProperty
rdf:predicate	exact_mappings	OBAN:association_has_predicate
predicate	exact_mappings	OBAN:association_has_predicate
rdf:predicate	is_a	association slot
predicate	is_a	association slot
logical interpretation	exact_mappings	os:LogicalInterpretation
logical interpretation	is_a	association slot
negated	is_a	association slot
has confidence level	is_a	association slot
has evidence	exact_mappings	RO:0002558
has evidence	is_a	association slot
has supporting study result	is_a	association slot
log odds ratio	is_a	association slot
log odds ratio 95 ci	is_a	association slot
total sample size	is_a	dataset count
mechanism of action	exact_mappings	NCIT:C54680
mechanism of action	exact_mappings	MI:2044
mechanism of action	exact_mappings	LOINC:MTHU019741
mechanism of action	is_a	association slot
knowledge source	close_mappings	pav:providedBy
knowledge source	is_a	association slot
provided by	is_a	node property
primary knowledge source	is_a	knowledge source
aggregator knowledge source	is_a	knowledge source
supporting data source	is_a	association slot
supporting data set	is_a	association slot
chi squared statistic	exact_mappings	STATO:0000030
chi squared statistic	is_a	association slot
unadjusted p value	exact_mappings	OBI:0000175
p value	exact_mappings	OBI:0000175
unadjusted p value	exact_mappings	NCIT:C44185
p value	exact_mappings	NCIT:C44185
unadjusted p value	exact_mappings	EDAM-DATA:1669
p value	exact_mappings	EDAM-DATA:1669
unadjusted p value	is_a	association slot
p value	is_a	association slot
evidence count	is_a	association slot
dataset count	is_a	association slot
concept count subject	is_a	association slot
concept count object	is_a	association slot
concept pair count	is_a	association slot
expected count	is_a	association slot
relative frequency subject	is_a	association slot
relative frequency object	is_a	association slot
relative frequency subject confidence interval	is_a	association slot
relative frequency object confidence interval	is_a	association slot
adjusted p value	is_a	p value
bonferonni adjusted p value	is_a	adjusted p value
supporting text	is_a	association slot
supporting documents	is_a	association slot
subject location in text	is_a	association slot
object location in text	is_a	association slot
extraction confidence score	is_a	association slot
supporting document type	is_a	association slot
supporting document year	is_a	association slot
supporting text section type	is_a	association slot
ln ratio	is_a	association slot
ln ratio confidence interval	is_a	association slot
interacting molecules category	exact_mappings	MI:1046
interacting molecules category	is_a	association slot
interacting molecules category	values_from	MI
expression site	is_a	association slot
phenotypic state	is_a	association slot
supporting publications	is_a	association slot
publications	is_a	association slot
associated environmental context	is_a	association slot
sequence localization attribute	is_a	association slot
zero-based	is_a	sequence localization attribute
half-open	is_a	sequence localization attribute
space-based	is_a	sequence localization attribute
interbase coordinate	is_a	sequence localization attribute
start interbase coordinate	close_mappings	faldo:begin
start interbase coordinate	is_a	interbase coordinate
end interbase coordinate	close_mappings	faldo:end
end interbase coordinate	is_a	interbase coordinate
start	close_mappings	faldo:begin
start coordinate	close_mappings	faldo:begin
start	exact_mappings	gff3:start
start coordinate	exact_mappings	gff3:start
start	is_a	base coordinate
start coordinate	is_a	base coordinate
end	close_mappings	faldo:end
end coordinate	close_mappings	faldo:end
end	exact_mappings	gff3:end
end coordinate	exact_mappings	gff3:end
end	is_a	base coordinate
end coordinate	is_a	base coordinate
genome build	exact_mappings	gff3:strand
genome build	is_a	sequence localization attribute
strand	exact_mappings	gff3:strand
strand	is_a	sequence localization attribute
phase	exact_mappings	gff3:phase
phase	is_a	sequence localization attribute
FDA approval status	is_a	association slot
supporting study metadata	is_a	association slot
supporting study method type	is_a	supporting study metadata
supporting study method description	is_a	supporting study metadata
supporting study size	is_a	supporting study metadata
supporting study cohort	is_a	supporting study metadata
supporting study date range	is_a	supporting study metadata
supporting study context	is_a	supporting study metadata
mapping collection	slots	predicate mappings
predicate mapping	slots	mapped predicate
predicate mapping	slots	subject aspect qualifier
predicate mapping	slots	subject direction qualifier
predicate mapping	slots	subject form or variant qualifier
predicate mapping	slots	subject part qualifier
predicate mapping	slots	subject derivative qualifier
predicate mapping	slots	subject context qualifier
predicate mapping	slots	predicate
predicate mapping	slots	qualified predicate
predicate mapping	slots	object aspect qualifier
predicate mapping	slots	object direction qualifier
predicate mapping	slots	object form or variant qualifier
predicate mapping	slots	object part qualifier
predicate mapping	slots	object derivative qualifier
predicate mapping	slots	object context qualifier
predicate mapping	slots	causal mechanism qualifier
predicate mapping	slots	anatomical context qualifier
predicate mapping	slots	species context qualifier
predicate mapping	slots	exact match
predicate mapping	slots	narrow match
predicate mapping	slots	broad match
ontology class	exact_mappings	owl:Class
ontology class	exact_mappings	schema:Class
ontology class	slots	id
quantity value	is_a	annotation
quantity value	slots	has unit
quantity value	slots	has numeric value
attribute	in_subset	samples
attribute	exact_mappings	SIO:000614
attribute	is_a	named thing
attribute	mixins	ontology class
attribute	slots	name
attribute	slots	has attribute type
attribute	slots	has quantitative value
attribute	slots	has qualitative value
attribute	slots	iri
chemical role	exact_mappings	CHEBI:51086
chemical role	is_a	attribute
biological sex	exact_mappings	PATO:0000047
biological sex	is_a	attribute
phenotypic sex	exact_mappings	PATO:0001894
phenotypic sex	is_a	biological sex
genotypic sex	exact_mappings	PATO:0020000
genotypic sex	is_a	biological sex
severity value	is_a	attribute
sensitivity quantifier	is_a	relationship quantifier
specificity quantifier	is_a	relationship quantifier
pathognomonicity quantifier	is_a	specificity quantifier
frequency quantifier	is_a	relationship quantifier
frequency quantifier	slots	has count
frequency quantifier	slots	has total
frequency quantifier	slots	has quotient
frequency quantifier	slots	has percentage
entity	slots	id
entity	slots	iri
entity	slots	category
entity	slots	type
entity	slots	name
entity	slots	description
entity	slots	has attribute
named thing	exact_mappings	BFO:0000001
named thing	exact_mappings	WIKIDATA:Q35120
named thing	exact_mappings	UMLSSG:OBJC
named thing	exact_mappings	STY:T071
named thing	exact_mappings	dcid:Thing
named thing	is_a	entity
named thing	slots	provided by
named thing	slots	xref
named thing	slots	full name
relationship type	is_a	ontology class
taxonomic rank	is_a	ontology class
taxonomic rank	mappings	WIKIDATA:Q427626
taxon	in_subset	model_organism_database
taxonomic classification	in_subset	model_organism_database
organism taxon	in_subset	model_organism_database
taxon	exact_mappings	WIKIDATA:Q16521
taxonomic classification	exact_mappings	WIKIDATA:Q16521
organism taxon	exact_mappings	WIKIDATA:Q16521
taxon	exact_mappings	STY:T001
taxonomic classification	exact_mappings	STY:T001
organism taxon	exact_mappings	STY:T001
taxon	exact_mappings	bioschemas:Taxon
taxonomic classification	exact_mappings	bioschemas:Taxon
organism taxon	exact_mappings	bioschemas:Taxon
taxon	narrow_mappings	dcid:BiologicalSpecies
taxonomic classification	narrow_mappings	dcid:BiologicalSpecies
organism taxon	narrow_mappings	dcid:BiologicalSpecies
taxon	is_a	named thing
taxonomic classification	is_a	named thing
organism taxon	is_a	named thing
taxon	values_from	NCBITaxon
taxonomic classification	values_from	NCBITaxon
organism taxon	values_from	NCBITaxon
event	exact_mappings	NCIT:C25499
event	exact_mappings	STY:T051
event	is_a	named thing
administrative entity	is_a	named thing
study result	is_a	information content entity
study	close_mappings	SIO:001066
study	close_mappings	SEPIO:0000004
study	exact_mappings	NCIT:C63536
study	narrow_mappings	SIO:000994
study	is_a	activity
study variable	close_mappings	STATO:0000258
study variable	close_mappings	SIO:000367
study variable	narrow_mappings	NCIT:C142192
study variable	is_a	information content entity
common data element	close_mappings	NCIT:C19984
common data element	is_a	information content entity
concept count analysis result	is_a	study result
observed expected frequency analysis result	is_a	study result
relative frequency analysis result	is_a	study result
text mining result	is_a	study result
chi squared analysis result	is_a	study result
log odds analysis result	is_a	study result
group	exact_mappings	prov:Agent
agent	exact_mappings	prov:Agent
group	exact_mappings	dct:Agent
agent	exact_mappings	dct:Agent
group	narrow_mappings	UMLSSG:ORGA
agent	narrow_mappings	UMLSSG:ORGA
group	narrow_mappings	STY:T092
agent	narrow_mappings	STY:T092
group	narrow_mappings	STY:T093
agent	narrow_mappings	STY:T093
group	narrow_mappings	STY:T094
agent	narrow_mappings	STY:T094
group	narrow_mappings	STY:T095
agent	narrow_mappings	STY:T095
group	narrow_mappings	STY:T096
agent	narrow_mappings	STY:T096
group	is_a	administrative entity
agent	is_a	administrative entity
group	slots	affiliation
agent	slots	affiliation
group	slots	address
agent	slots	address
information	exact_mappings	IAO:0000030
information artefact	exact_mappings	IAO:0000030
information entity	exact_mappings	IAO:0000030
information content entity	exact_mappings	IAO:0000030
information	narrow_mappings	UMLSSG:CONC
information artefact	narrow_mappings	UMLSSG:CONC
information entity	narrow_mappings	UMLSSG:CONC
information content entity	narrow_mappings	UMLSSG:CONC
information	narrow_mappings	STY:T077
information artefact	narrow_mappings	STY:T077
information entity	narrow_mappings	STY:T077
information content entity	narrow_mappings	STY:T077
information	narrow_mappings	STY:T078
information artefact	narrow_mappings	STY:T078
information entity	narrow_mappings	STY:T078
information content entity	narrow_mappings	STY:T078
information	narrow_mappings	STY:T079
information artefact	narrow_mappings	STY:T079
information entity	narrow_mappings	STY:T079
information content entity	narrow_mappings	STY:T079
information	narrow_mappings	STY:T080
information artefact	narrow_mappings	STY:T080
information entity	narrow_mappings	STY:T080
information content entity	narrow_mappings	STY:T080
information	narrow_mappings	STY:T081
information artefact	narrow_mappings	STY:T081
information entity	narrow_mappings	STY:T081
information content entity	narrow_mappings	STY:T081
information	narrow_mappings	STY:T082
information artefact	narrow_mappings	STY:T082
information entity	narrow_mappings	STY:T082
information content entity	narrow_mappings	STY:T082
information	narrow_mappings	STY:T089
information artefact	narrow_mappings	STY:T089
information entity	narrow_mappings	STY:T089
information content entity	narrow_mappings	STY:T089
information	narrow_mappings	STY:T102
information artefact	narrow_mappings	STY:T102
information entity	narrow_mappings	STY:T102
information content entity	narrow_mappings	STY:T102
information	narrow_mappings	STY:T169
information artefact	narrow_mappings	STY:T169
information entity	narrow_mappings	STY:T169
information content entity	narrow_mappings	STY:T169
information	narrow_mappings	STY:T171
information artefact	narrow_mappings	STY:T171
information entity	narrow_mappings	STY:T171
information content entity	narrow_mappings	STY:T171
information	narrow_mappings	STY:T185
information artefact	narrow_mappings	STY:T185
information entity	narrow_mappings	STY:T185
information content entity	narrow_mappings	STY:T185
information	is_a	named thing
information artefact	is_a	named thing
information entity	is_a	named thing
information content entity	is_a	named thing
information	slots	license
information artefact	slots	license
information entity	slots	license
information content entity	slots	license
information	slots	rights
information artefact	slots	rights
information entity	slots	rights
information content entity	slots	rights
information	slots	format
information artefact	slots	format
information entity	slots	format
information content entity	slots	format
information	slots	creation date
information artefact	slots	creation date
information entity	slots	creation date
information content entity	slots	creation date
dataset	exact_mappings	IAO:0000100
dataset	exact_mappings	dctypes:Dataset
dataset	exact_mappings	schema:dataset
dataset	exact_mappings	dcid:Dataset
dataset	is_a	information content entity
dataset distribution	exact_mappings	dcat:Distribution
dataset distribution	is_a	information content entity
dataset distribution	slots	distribution download url
dataset version	is_a	information content entity
dataset version	slots	has dataset
dataset version	slots	ingest date
dataset version	slots	has distribution
dataset summary	is_a	information content entity
dataset summary	slots	source web page
dataset summary	slots	source logo
confidence level	close_mappings	SEPIO:0000167
confidence level	exact_mappings	CIO:0000028
confidence level	exact_mappings	SEPIO:0000187
confidence level	is_a	information content entity
confidence level	values_from	cio
evidence code	exact_mappings	ECO:0000000
evidence type	exact_mappings	ECO:0000000
evidence code	is_a	information content entity
evidence type	is_a	information content entity
evidence code	values_from	eco
evidence type	values_from	eco
publication	in_subset	model_organism_database
publication	exact_mappings	IAO:0000311
publication	narrow_mappings	IAO:0000013
publication	narrow_mappings	STY:T170
publication	is_a	information content entity
publication	slots	authors
publication	slots	pages
publication	slots	summary
publication	slots	keywords
publication	slots	mesh terms
publication	slots	xref
book	in_subset	model_organism_database
book	is_a	publication
book chapter	in_subset	model_organism_database
book chapter	is_a	publication
book chapter	slots	published in
book chapter	slots	volume
book chapter	slots	chapter
journal	in_subset	model_organism_database
serial	in_subset	model_organism_database
journal	is_a	publication
serial	is_a	publication
journal	slots	iso abbreviation
serial	slots	iso abbreviation
journal	slots	volume
serial	slots	volume
journal	slots	issue
serial	slots	issue
article	in_subset	model_organism_database
article	exact_mappings	SIO:000154
article	exact_mappings	fabio:article
article	is_a	publication
article	slots	published in
article	slots	iso abbreviation
article	slots	volume
article	slots	issue
journal article	exact_mappings	IAO:0000013
journal article	exact_mappings	fabio:JournalArticle
journal article	is_a	article
patent	exact_mappings	SIO:000153
patent	exact_mappings	IAO:0000313
patent	exact_mappings	fabio:Patent
patent	is_a	publication
web page	exact_mappings	SIO:000302
web page	exact_mappings	NCIT-OBO:C142749
web page	exact_mappings	fabio:WebPage
web page	is_a	publication
preprint publication	exact_mappings	EFO:0010558
preprint publication	exact_mappings	fabio:Preprint
preprint publication	is_a	publication
drug label	is_a	publication
drug label	broad_mappings	NCIT-OBO:C41203
retrieval source	is_a	information content entity
retrieval source	slots	resource id
retrieval source	slots	resource role
retrieval source	slots	upstream resource ids
retrieval source	slots	xref
physical essence	is_a	physical essence or occurrent
physical entity	exact_mappings	STY:T072
physical entity	narrow_mappings	STY:T073
physical entity	is_a	named thing
physical entity	mixins	physical essence
occurrent	exact_mappings	BFO:0000003
occurrent	is_a	physical essence or occurrent
activity and behavior	exact_mappings	UMLSSG:ACTI
activity and behavior	is_a	occurrent
activity	exact_mappings	prov:Activity
activity	exact_mappings	NCIT:C43431
activity	exact_mappings	STY:T052
activity	narrow_mappings	STY:T056
activity	narrow_mappings	STY:T057
activity	narrow_mappings	STY:T064
activity	narrow_mappings	STY:T066
activity	narrow_mappings	STY:T062
activity	narrow_mappings	STY:T065
activity	narrow_mappings	STY:T058
activity	is_a	named thing
activity	mixins	activity and behavior
procedure	exact_mappings	UMLSSG:PROC
procedure	exact_mappings	dcid:MedicalProcedure
procedure	narrow_mappings	STY:T059
procedure	narrow_mappings	STY:T060
procedure	narrow_mappings	STY:T061
procedure	narrow_mappings	STY:T063
procedure	is_a	named thing
procedure	mixins	activity and behavior
phenomenon	exact_mappings	UMLSSG:PHEN
phenomenon	narrow_mappings	STY:T034
phenomenon	narrow_mappings	STY:T038
phenomenon	narrow_mappings	STY:T069
phenomenon	is_a	named thing
phenomenon	broad_mappings	STY:T067
phenomenon	broad_mappings	STY:T068
phenomenon	broad_mappings	STY:T070
phenomenon	mixins	occurrent
device	narrow_mappings	UMLSSG:DEVI
device	narrow_mappings	STY:T074
device	narrow_mappings	STY:T075
device	narrow_mappings	STY:T203
device	narrow_mappings	STY:T122
device	is_a	named thing
diagnostic aid	exact_mappings	STY:T130
diagnostic aid	exact_mappings	SNOMED:2949005
diagnostic aid	is_a	named thing
study population	close_mappings	WIKIDATA:Q7229825
study population	is_a	population of individual organisms
biospecimen	exact_mappings	OBI:0000747
sample	exact_mappings	OBI:0000747
biosample	exact_mappings	OBI:0000747
physical sample	exact_mappings	OBI:0000747
material sample	exact_mappings	OBI:0000747
biospecimen	exact_mappings	SIO:001050
sample	exact_mappings	SIO:001050
biosample	exact_mappings	SIO:001050
physical sample	exact_mappings	SIO:001050
material sample	exact_mappings	SIO:001050
biospecimen	is_a	physical entity
sample	is_a	physical entity
biosample	is_a	physical entity
physical sample	is_a	physical entity
material sample	is_a	physical entity
biospecimen	mixins	subject of investigation
sample	mixins	subject of investigation
biosample	mixins	subject of investigation
physical sample	mixins	subject of investigation
material sample	mixins	subject of investigation
planetary entity	is_a	named thing
environmental process	exact_mappings	ENVO:02500000
environmental process	is_a	planetary entity
environmental process	mixins	occurrent
environmental feature	exact_mappings	ENVO:01000254
environmental feature	is_a	planetary entity
geographic location	exact_mappings	UMLSSG:GEOG
geographic location	exact_mappings	STY:T083
geographic location	is_a	planetary entity
geographic location	slots	latitude
geographic location	slots	longitude
geographic location at time	is_a	geographic location
geographic location at time	slots	timepoint
thing with taxon	slots	in taxon
thing with taxon	slots	in taxon label
bioentity	narrow_mappings	WIKIDATA:Q28845870
biological entity	narrow_mappings	WIKIDATA:Q28845870
bioentity	narrow_mappings	STY:T050
biological entity	narrow_mappings	STY:T050
bioentity	narrow_mappings	SIO:010046
biological entity	narrow_mappings	SIO:010046
bioentity	narrow_mappings	STY:T129
biological entity	narrow_mappings	STY:T129
bioentity	is_a	named thing
biological entity	is_a	named thing
bioentity	mixins	thing with taxon
biological entity	mixins	thing with taxon
genomic entity	in_subset	translator_minimal
genomic entity	narrow_mappings	STY:T028
genomic entity	narrow_mappings	GENO:0000897
genomic entity	slots	has biological sequence
epigenomic entity	in_subset	translator_minimal
epigenomic entity	slots	has biological sequence
molecular entity	in_subset	translator_minimal
molecular entity	narrow_mappings	STY:T088
molecular entity	narrow_mappings	STY:T085
molecular entity	narrow_mappings	CHEBI:23367
molecular entity	narrow_mappings	bioschemas:MolecularEntity
molecular entity	is_a	chemical entity
molecular entity	slots	is metabolite
chemical entity	in_subset	translator_minimal
chemical entity	exact_mappings	CHEBI:24431
chemical entity	exact_mappings	SIO:010004
chemical entity	exact_mappings	WIKIDATA:Q79529
chemical entity	exact_mappings	STY:T103
chemical entity	narrow_mappings	WIKIDATA:Q43460564
chemical entity	is_a	named thing
chemical entity	mixins	physical essence
chemical entity	mixins	chemical or drug or treatment
chemical entity	mixins	chemical entity or gene or gene product
chemical entity	mixins	chemical entity or protein or polypeptide
chemical entity	slots	trade name
chemical entity	slots	available from
chemical entity	slots	max tolerated dose
chemical entity	slots	is toxic
chemical entity	slots	has chemical role
chemical substance	in_subset	model_organism_database
small molecule	in_subset	model_organism_database
chemical substance	in_subset	translator_minimal
small molecule	in_subset	translator_minimal
chemical substance	narrow_mappings	STY:T196
small molecule	narrow_mappings	STY:T196
chemical substance	narrow_mappings	CHEBI:59999
small molecule	narrow_mappings	CHEBI:59999
chemical substance	narrow_mappings	bioschemas:ChemicalSubstance
small molecule	narrow_mappings	bioschemas:ChemicalSubstance
chemical substance	narrow_mappings	STY:T123
small molecule	narrow_mappings	STY:T123
chemical substance	narrow_mappings	STY:T131
small molecule	narrow_mappings	STY:T131
chemical substance	narrow_mappings	STY:T125
small molecule	narrow_mappings	STY:T125
chemical substance	narrow_mappings	STY:T197
small molecule	narrow_mappings	STY:T197
chemical substance	narrow_mappings	STY:T109
small molecule	narrow_mappings	STY:T109
chemical substance	narrow_mappings	STY:T118
small molecule	narrow_mappings	STY:T118
chemical substance	narrow_mappings	STY:T111
small molecule	narrow_mappings	STY:T111
chemical substance	narrow_mappings	STY:T119
small molecule	narrow_mappings	STY:T119
chemical substance	narrow_mappings	STY:T124
small molecule	narrow_mappings	STY:T124
chemical substance	narrow_mappings	STY:T115
small molecule	narrow_mappings	STY:T115
chemical substance	narrow_mappings	STY:T110
small molecule	narrow_mappings	STY:T110
chemical substance	narrow_mappings	STY:T127
small molecule	narrow_mappings	STY:T127
chemical substance	is_a	molecular entity
small molecule	is_a	molecular entity
chemical mixture	in_subset	translator_minimal
chemical mixture	close_mappings	dcid:ChemicalCompound
chemical mixture	narrow_mappings	NCIT:C20401
chemical mixture	narrow_mappings	SNOMEDCT:49616005
chemical mixture	is_a	chemical entity
chemical mixture	slots	is supplement
chemical mixture	slots	highest FDA approval status
chemical mixture	slots	drug regulatory status world wide
chemical mixture	slots	routes of delivery
sequence feature	in_subset	model_organism_database
genomic entity	in_subset	model_organism_database
nucleic acid entity	in_subset	model_organism_database
sequence feature	in_subset	translator_minimal
nucleic acid entity	in_subset	translator_minimal
sequence feature	exact_mappings	SO:0000110
genomic entity	exact_mappings	SO:0000110
nucleic acid entity	exact_mappings	SO:0000110
sequence feature	narrow_mappings	STY:T086
genomic entity	narrow_mappings	STY:T086
nucleic acid entity	narrow_mappings	STY:T086
sequence feature	narrow_mappings	STY:T114
genomic entity	narrow_mappings	STY:T114
nucleic acid entity	narrow_mappings	STY:T114
sequence feature	is_a	molecular entity
genomic entity	is_a	molecular entity
nucleic acid entity	is_a	molecular entity
sequence feature	mixins	genomic entity
genomic entity	mixins	genomic entity
nucleic acid entity	mixins	genomic entity
sequence feature	mixins	thing with taxon
genomic entity	mixins	thing with taxon
nucleic acid entity	mixins	thing with taxon
sequence feature	mixins	physical essence
genomic entity	mixins	physical essence
nucleic acid entity	mixins	physical essence
sequence feature	mixins	ontology class
genomic entity	mixins	ontology class
nucleic acid entity	mixins	ontology class
regulatory element	exact_mappings	SO:0005836
regulatory region	exact_mappings	SO:0005836
regulatory element	exact_mappings	SIO:001225
regulatory region	exact_mappings	SIO:001225
regulatory element	exact_mappings	WIKIDATA:Q3238407
regulatory region	exact_mappings	WIKIDATA:Q3238407
regulatory element	is_a	biological entity
regulatory region	is_a	biological entity
regulatory element	mixins	genomic entity
regulatory region	mixins	genomic entity
regulatory element	mixins	chemical entity or gene or gene product
regulatory region	mixins	chemical entity or gene or gene product
regulatory element	mixins	physical essence
regulatory region	mixins	physical essence
regulatory element	mixins	ontology class
regulatory region	mixins	ontology class
dnase-seq accessible region	exact_mappings	SO:0002231
atac-seq accessible region	exact_mappings	SO:0002231
accessible dna region	exact_mappings	SO:0002231
dnase-seq accessible region	is_a	regulatory region
atac-seq accessible region	is_a	regulatory region
accessible dna region	is_a	regulatory region
dnase-seq accessible region	mixins	genomic entity
atac-seq accessible region	mixins	genomic entity
accessible dna region	mixins	genomic entity
dnase-seq accessible region	mixins	chemical entity or gene or gene product
atac-seq accessible region	mixins	chemical entity or gene or gene product
accessible dna region	mixins	chemical entity or gene or gene product
dnase-seq accessible region	mixins	physical essence
atac-seq accessible region	mixins	physical essence
accessible dna region	mixins	physical essence
dnase-seq accessible region	mixins	ontology class
atac-seq accessible region	mixins	ontology class
accessible dna region	mixins	ontology class
tf binding site	exact_mappings	SO:0000235
binding site	exact_mappings	SO:0000235
transcription factor binding site	exact_mappings	SO:0000235
tf binding site	is_a	regulatory region
binding site	is_a	regulatory region
transcription factor binding site	is_a	regulatory region
tf binding site	mixins	genomic entity
binding site	mixins	genomic entity
transcription factor binding site	mixins	genomic entity
tf binding site	mixins	chemical entity or gene or gene product
binding site	mixins	chemical entity or gene or gene product
transcription factor binding site	mixins	chemical entity or gene or gene product
tf binding site	mixins	physical essence
binding site	mixins	physical essence
transcription factor binding site	mixins	physical essence
tf binding site	mixins	ontology class
binding site	mixins	ontology class
transcription factor binding site	mixins	ontology class
molecular mixture	in_subset	translator_minimal
molecular mixture	is_a	chemical mixture
complex molecular mixture	in_subset	translator_minimal
complex molecular mixture	is_a	chemical mixture
biological process or activity	is_a	biological entity
biological process or activity	mixins	occurrent
biological process or activity	mixins	ontology class
biological process or activity	slots	has input
biological process or activity	slots	has output
biological process or activity	slots	enabled by
molecular function	exact_mappings	GO:0003674
molecular event	exact_mappings	GO:0003674
reaction	exact_mappings	GO:0003674
molecular activity	exact_mappings	GO:0003674
molecular function	exact_mappings	STY:T044
molecular event	exact_mappings	STY:T044
reaction	exact_mappings	STY:T044
molecular activity	exact_mappings	STY:T044
molecular function	is_a	biological process or activity
molecular event	is_a	biological process or activity
reaction	is_a	biological process or activity
molecular activity	is_a	biological process or activity
molecular function	broad_mappings	STY:T045
molecular event	broad_mappings	STY:T045
reaction	broad_mappings	STY:T045
molecular activity	broad_mappings	STY:T045
molecular function	mixins	occurrent
molecular event	mixins	occurrent
reaction	mixins	occurrent
molecular activity	mixins	occurrent
molecular function	mixins	ontology class
molecular event	mixins	ontology class
reaction	mixins	ontology class
molecular activity	mixins	ontology class
biological process	exact_mappings	GO:0008150
biological process	exact_mappings	SIO:000006
biological process	exact_mappings	WIKIDATA:Q2996394
biological process	is_a	biological process or activity
biological process	broad_mappings	WIKIDATA:P682
